fecha,titular,score,label,año,mes
2016-11-14,Perú gestiona acceso de productos de origen animal a Chile,0.22,NEU,2016,11
2016-11-14,Potencial agroexportador de Perú al Asia Pacífico alcanzaría los US$ 2.400 millones anuales,0.1103,NEU,2016,11
2016-11-11,Agroexportaciones peruanas a países del APEC  sumaron más de US$ 2.500 millones el 2015,0.151,NEU,2016,11
2016-11-10,“Reto de la industria de la uva de mesa es acoplar bien el desarrollo de las nuevas variedades”,0.4675,POS,2016,11
2016-11-08,Gobierno Regional de Piura no entregó línea de transmisión y proyecto Alto Piura está en peligro de detenerse,-0.7594,NEG,2016,11
2016-11-08,T&G Global instalará 100 hectáreas de uva a fines del 2017,0.2032,NEU,2016,11
2016-11-07,Ventas de Productores de la Región Macro Norte asesorados por Sierra y Selva Exportadora crecieron 332% entre enero y junio del 2016,0.2312,NEU,2016,11
2016-11-07,Agroexportaciones crecieron 7% de enero a septiembre del 2016,0.1384,NEU,2016,11
2016-11-07,“Piura comete un error comercial iniciando la campaña de uva de mesa muy temprano”,-0.8574,NEG,2016,11
2016-11-04,"""Ante la gran oferta de uvas, nuestra estrategia es retrasar la producción""",-0.7875,NEG,2016,11
2016-11-02,XV Congreso Internacional sobre el Mango Peruano abordará temas logísticos,0.0548,NEU,2016,11
2016-10-27,Perú exportó casi US$ 17 millones en arvejas frescas,0.5216,POS,2016,10
2016-10-25,Perú produciría 7.5 millones de quintales de café  el 2017,0.2626,NEU,2016,10
2016-10-25,Si Ecuador no deja de contaminar el río Tumbes se entablaría una demanda internacional,-0.0639,NEU,2016,10
2016-10-24,Productores piuranos lograron vender sus legumbres con una mejora de 30% en sus precios,0.7935,POS,2016,10
2016-10-21,Presentan proyectos innovadores para solucionar problemas del agro,0.6619,POS,2016,10
2016-10-21,INIA seleccionará mejores variedades de chirimoyas para diversificar las agroexportaciones,0.4167,NEU,2016,10
2016-10-19,¿Cuáles son los 10 productos agropecuarios peruanos más exportados este año?,0.8458,POS,2016,10
2016-10-18,Apurímac: 11 proyectos de irrigación fortalecerán sector agropecuario,0.3542,NEU,2016,10
2016-10-17,Sunshine Export envía al extranjero hasta 80 contendedores de palta congelada por campaña,0.2045,NEU,2016,10
2016-10-17,"Legumbres, protagonistas de la nueva estrategia  para combatir la anemia en el país",0.1282,NEU,2016,10
2016-10-14,Congreso aprobó ejecución del Proyecto Especial Binacional Puyango,0.083,NEU,2016,10
2016-10-14,Perú debe evitar saturar los mercados con los nuevos proyectos de irrigación,0.1512,NEU,2016,10
2016-10-13,Estudian variedad de quinua resistente al cambio climático,-0.3423,NEU,2016,10
2016-10-13,“El éxito de la agroexportación no es solo de un grupo de pudientes empresarios”,-0.5049,NEG,2016,10
2016-10-11,Organizan taller internacional de seguridad alimentaria frente al cambio climático,0.2361,NEU,2016,10
2016-10-11,"Ica, la región que pasó de exportar alimentos por US$ 48 millones a US$ 800 millones en 15 años",0.2994,NEU,2016,10
2016-10-11,Granada peruana tiene oportunidades en Estados Unidos ante caída de producción en ese país,0.2152,NEU,2016,10
2016-10-10,Agrobanco proyecta colocaciones por S/ 100 millones en Piura al cierre del año,0.1792,NEU,2016,10
2016-10-10,BASF: Venta de agroquímicos crecerá con desarrollo de próximos proyectos de irrigación,0.586,POS,2016,10
2016-10-10,MacroPlastics: “25% de nuestras ventas en Latinoamérica se realizan en Perú”,0.2385,NEU,2016,10
2016-10-07,Agroexportaciones peruanas crecieron 5.4% durante enero-agosto del presente año,0.1297,NEU,2016,10
2016-10-06,Exportación de uva por parte de Piura crecería hasta 23% en volumen en campaña 2016/2017,0.1277,NEU,2016,10
2016-10-05,Cultivo de banano tiene baja productividad en Piura,-0.6867,NEG,2016,10
2016-10-05,Perú produce el 0.79% de los cítricos a nivel mundial,0.1337,NEU,2016,10
2016-10-04,“La Tiendecita Andina” impresionó a delegaciones extranjeras del APEC,0.7976,POS,2016,10
2016-10-03,Dominus evalúa  producir mangos orgánicos,0.2134,NEU,2016,10
2016-09-29,Crédito es vital para incursionar en agroexportación,0.4534,POS,2016,9
2016-09-28,Ayacucho instalaría más de 118 mil hectáreas de cultivos en la campaña 2016/2017,0.228,NEU,2016,9
2016-09-27,Habilitan 36 agrotiendas para realizar operaciones con tarjeta Agrobanco-Visa,0.1269,NEU,2016,9
2016-09-27,Progressive Produce importará más espárragos peruanos,0.1251,NEU,2016,9
2016-09-27,Agroexportaciones no tradicionales del Perú crecerían 15% este año,0.2378,NEU,2016,9
2016-09-26,Municipio de Piura lanzó convocatoria Procompite 2016 por S/ 500 mil,0.4352,POS,2016,9
2016-09-23,"""La Niña"" favorecería la agroexportación de la costa central",-0.3061,NEU,2016,9
2016-09-23,Productores de menestras optimizarán cadenas productivas con moderna procesadora de semillas,0.3622,NEU,2016,9
2016-09-22,Proyectos de irrigación dinamizarán la agroquímica,0.4315,POS,2016,9
2016-09-22,Productos innovadores de “La Tiendecita Andina” buscan ingresar a los 21 países del APEC,0.6121,POS,2016,9
2016-09-22,Odebrecht espera traspasar en tres meses sus concesiones en el proyecto Olmos,0.0273,NEU,2016,9
2016-09-22,Piura produce 120 mil toneladas de limón al año,0.2955,NEU,2016,9
2016-09-21,Minsa recibe aporte para reglamento de Ley de Alimentación Saludable hasta el 22 de octubre,0.0825,NEU,2016,9
2016-09-20,El limón es la exportación más competitiva de Argentina,0.4935,POS,2016,9
2016-09-20,Dialogo sobre biotecnología agraria se desarrollará hoy y mañana en Piura,0.4322,POS,2016,9
2016-09-19,Comisión Agraria del Congreso apoyará gestión de reconstrucción inmediata del sifón Samán,0.1683,NEU,2016,9
2016-09-19,Agroexportaciones a Italia se incrementaron 15% anual en los últimos cinco años,0.3187,NEU,2016,9
2016-09-15,Inician perforación en túnel para proyecto Alto Piura,0.22,NEU,2016,9
2016-09-14,Tercer Forum Nacional en el Cultivo de Arroz se realizará en Piura,0.1002,NEU,2016,9
2016-09-13,Sierra Azul no solo dotará de infraestructura gris al agro sino que ofrecerá una dimensión ambiental,0.5077,POS,2016,9
2016-09-12,Experiencia agroexportadora en la costa debe ser replicada en la sierra,0.2518,NEU,2016,9
2016-09-09,Productores de Piura organizan el IX Festival de la Panela Orgánica,0.4058,NEU,2016,9
2016-09-08,Exportaciones de alimentos de Piura sumaron US$ 509.7 millones durante enero-julio del 2016,0.3065,NEU,2016,9
2016-09-08,Comisión Agraria  investigará si recursos asignados ante Fenómeno “El Niño” fueron ejecutados,0.1134,NEU,2016,9
2016-09-07,Frijol castilla representó el 19% de los envíos de menestras de Perú,0.062,NEU,2016,9
2016-09-07,En un plazo de cinco años planean lanzar al mercado maíz modificado con tecnología CRISPR que resiste las sequías,0.0265,NEU,2016,9
2016-09-06,Colombia produjo 14 millones de sacos de café en los últimos 12 meses,-0.7909,NEG,2016,9
2016-09-06,Este jueves se inicia el IX Simposium de Uva Tropical 2016,0.5142,POS,2016,9
2016-09-05,Afirman que el café se extinguirá para el año 2080 a causa del calentamiento global,-0.8522,NEG,2016,9
2016-09-02,Situación de los embalses a nivel nacional presentan panoramas distintos,-0.1165,NEU,2016,9
2016-09-02,Camposur produciría 4.800 toneladas de arroz en campaña chica,0.0679,NEU,2016,9
2016-08-29,Sierra y Selva Exportadora impulsará dos proyectos de inversión para la región Nor Amazónica por más de S/ 6 millones,0.4563,POS,2016,8
2016-08-26,Estaciones agrometeorológicas monitorearán banano orgánico en Piura,0.338,NEU,2016,8
2016-08-26,Piura: producción de uvas seedless superará a las Redglobe en esta campaña,0.1499,NEU,2016,8
2016-08-24,Algodón pima piurano es uno de los productos más olvidados de la región,-0.0303,NEU,2016,8
2016-08-23,Procinorte presentará método no destructivo para detectar la madurez de la cosecha de palta,0.1815,NEU,2016,8
2016-08-22,En los últimos años autoridades del agro han dejado de lado a los pequeños productores,-0.2685,NEU,2016,8
2016-08-17,Incorporación de nuevos productores permitirá duplicar agroexportaciones,0.4541,POS,2016,8
2016-08-17,Exportaciones peruanas de limones Tahití están en proceso de ampliación,0.652,POS,2016,8
2016-08-16,Llegó maquinaria y empieza en septiembre construcción de túnel de trasvase de Proyecto Alto Piura,0.4911,POS,2016,8
2016-08-15,Piura: Sierra Exportadora generó ventas por S/ 22.5 millones en primer semestre del año,0.4694,POS,2016,8
2016-08-15,Agroexportaciones sumaron US$ 2.234 millones durante el primer semestre del año,0.2674,NEU,2016,8
2016-08-12,Ranking de las diez principales empresas agroexportadoras peruanas,0.1106,NEU,2016,8
2016-08-11,Fujimorista Bienvenido Ramírez fue designado presidente de Comisión Agraria del Congreso,-0.3292,NEU,2016,8
2016-08-10,Cafetaleros contarán con Sistema de Alerta Temprana para enfrentar plagas,0.2452,NEU,2016,8
2016-08-10,Conveagro apoya propuesta para que pequeños agricultores adquieran tierras en grandes proyectos de irrigación,0.4432,POS,2016,8
2016-08-09,EE.UU. y Holanda continúan siendo los principales destinos de las agroexportaciones peruanas,0.0372,NEU,2016,8
2016-08-08,Agroexportaciones peruanas crecieron 2.18% en el primer semestre del  2016,-0.0675,NEU,2016,8
2016-08-04,Exportaciones a Japón suman US$ 506 millones en primer semestre de 2016,0.1749,NEU,2016,8
2016-08-04,Huancavelica sembrará cerca de 98 mil hectáreas de cultivos en la presente campaña agrícola,0.2468,NEU,2016,8
2016-08-01,MARCA JUNÍN AVANZA CON NUEVE EMPRESAS PARA CORREDOR AGROEXPORTADOR,0.6649,POS,2016,8
2016-07-27,CIUDADANÍA PODRÁ HACER SUGERENCIAS A REGLAMENTO DE LEY SOBRE ALIMENTACIÓN SALUDABLE,0.0482,NEU,2016,7
2016-07-20,"HOY REALIZAN TALLER SOBRE LA MARCA, ENVASE Y EMBALAJE DE PRODUCTOS DE EXPORTACIÓN",0.4336,NEU,2016,7
2016-07-20,EN PIURA Y LAMBAYEQUE SUSTITUYEN CULTIVOS DE ARROZ POR BANANO ORGÁNICO Y PALTA,0.3487,NEU,2016,7
2016-07-19,"BANCO MUNDIAL AVIZORA ""FUTURO ENORME"" PARA AGROEXPORTACIONES DEL PERÚ",0.309,NEU,2016,7
2016-07-15,CAPACIDAD DE PROCESAMIENTO DE CACAO EN PERÚ ALCANZA LAS 15 MIL TONELADAS,0.2817,NEU,2016,7
2016-07-15,AEROLÍNEAS DE CARGA LISTAS PARA TRANSPORTAR ESPÁRRAGOS DESDE NUEVO AEROPUERTO DE ICA,0.4159,NEU,2016,7
2016-07-14,RECONOCIDOS CHEFS Y BARISTAS RECORREN PUNO BUSCANDO CAFÉS DE CALIDAD,0.7223,POS,2016,7
2016-07-13,APPBOSA: PRODUCCIÓN DE BANANA ORGÁNICA PERUANA SE REDUCE CADA SEMANA,-0.7481,NEG,2016,7
2016-07-13,“PERÚ ESTÁ ENTRE LOS 10 PRINCIPALES PRODUCTORES DE SUPERFOODS”,0.7019,POS,2016,7
2016-07-12,AGROEXPORTACIONES SE QUINTUPLICARON EN PERIODO 2001-2015,0.1688,NEU,2016,7
2016-07-12,LIMA ES EL DEPARTAMENTO CON MÁS ÁREAS BAJO RIEGO EN EL PAÍS,0.0259,NEU,2016,7
2016-07-11,AGROEXPORTACIONES SUMARON US$ 1.859 MILLONES ENTRE ENERO-MAYO DEL 2016,0.0823,NEU,2016,7
2016-07-08,"PALTAS, GRANADAS Y CÍTRICOS IMPULSAN LA RECUPERACIÓN DE AGOEXPORTACIONES",-0.0397,NEU,2016,7
2016-07-04,TÉCNICOS DEL  INIA Y MINAGRI VIAJAN A BRASIL PARA INTERCAMBIAR EXPERIENCIAS EN PRODUCCIÓN DE ALGODÓN,0.4622,POS,2016,7
2016-06-28,CPF: LLUVIAS OBLIGAN A CANCELAR ENVÍO DE 20 CONTENEDORES DE PALTAS Y MANDARINAS,-0.8756,NEG,2016,6
2016-06-24,"A DIFERENCIA DE LA RED GLOBE, LAS UVAS SIN SEMILLA INCREMENTAN SU PRODUCCIÓN",-0.0705,NEU,2016,6
2016-06-23,RECOMIENDAN USO DE CAJAS DE CARTÓN CORRUGADO PARA PRESENTACIÓN DE LA FRUTA,0.0299,NEU,2016,6
2016-06-23,AGROEXPORTACIONES PERUANAS A REINO UNIDO NO SE VERÍAN AFECTADAS EN CASO  SE SEPARE DE LA U.E.,-0.1877,NEU,2016,6
2016-06-22,ICA LIDERÓ LA EXPORTACIÓN DE FRUTAS FRESCAS Y SECAS POR REGIONES,0.6425,POS,2016,6
2016-06-21,AGRONEGOCIOS LOS ÁNGELES  EXPORTARÁ POR PRIMERA VEZ BANANO ORGÁNICO DE PIURA A PAÍSES BAJOS,0.5928,POS,2016,6
2016-06-20,AGROEXPORTACIONES SE CONSOLIDARON EN PERÍODO 2011-2016,-0.2027,NEU,2016,6
2016-06-17,DESCENSO DE TEMPERATURAS EN LA SIERRA NORTE Y CENTRAL CONTINUARÁN HASTA MAÑANA,-0.0462,NEU,2016,6
2016-06-17,APEISA NO LOGRA CRECIMIENTO ESPERADO EN CULTIVOS DE GRANADAS POR IMPACTO DE EL NIÑO,-0.6229,NEG,2016,6
2016-06-15,SENAMHI REALIZARÁ CURSO TALLER SOBRE EL FRIAJE Y SUS EFECTOS EN SAN MARTÍN,0.0804,NEU,2016,6
2016-06-15,CAE LA DEMANDA DE BANANAS ORGÁNICAS,-0.6634,NEG,2016,6
2016-06-15,“ESTE ES EL GOBIERNO QUE MÁS LE HA DEDICADO ESFUERZOS A LA AGRICULTURA FAMILIAR”,-0.8164,NEG,2016,6
2016-06-15,AGROEXPORTACIONES PERUANAS CRECIERON EN PROMEDIO 6.9% ANUAL EN LOS ÚLTIMOS DIEZ AÑOS,0.0624,NEU,2016,6
2016-06-14,PIURA Y TUMBES TIENEN POTENCIAL PARA PRODUCIR QUESO MADURADO DE CABRA,0.4467,POS,2016,6
2016-06-10,INIA PRESENTÓ VARIEDADES DE PAPAS MEJORADAS DURANTE FESTIVAL ‘PAPEA PERÚ 2016’,0.5215,POS,2016,6
2016-06-08,PROMUEVEN CULTIVO DE LA PITAHAYA EN LA SIERRA DE PIURA,0.024,NEU,2016,6
2016-06-08,MAÑANA SE INICIA EL XII FÓRUM INTERNACIONAL DEL MANGO,0.5139,POS,2016,6
2016-06-07,ARGENTINA PREVÉ REINICIAR EXPORTACIÓN DE LIMONES A EE.UU. DESPUÉS DE 16 AÑOS,0.1374,NEU,2016,6
2016-06-07,PRECIO DE JENGIBRE CAERÍA 10% POR ALTA PRODUCCIÓN DE CHINA,-0.4148,NEU,2016,6
2016-06-03,PREOCUPACIÓN POR CAÍDA DE 30 POR CIENTO EN PRODUCCIÓN DE ESPÁRRAGOS PERUANOS,-0.8693,NEG,2016,6
2016-06-03,PRODUCTORES PERUANOS DE MACA NO PUEDEN COMPETIR CON PRECIOS DE CHINA,-0.9085,NEG,2016,6
2016-05-31,INVERTIRÁN US$ 10 MILLONES PARA CONSTRUIR PLANTA DE SEMILLAS EN PIURA,0.2386,NEU,2016,5
2016-05-30,AGRICULTOR OBTUVO 13 MIL KILOS DE ARROZ POR HECTÁREA,0.4878,POS,2016,5
2016-05-30,PROYECTO DE ENVIAR PAPA PERUANA A MARTE OFRECERÁ DATOS PARA LUCHAR CONTRA CAMBIO CLIMÁTICO,0.3168,NEU,2016,5
2016-05-27,TAMBOGRANDE SE CONSTITUIRÍA EN CLÚSTER ECONÓMICO DEL MANGO,0.1689,NEU,2016,5
2016-05-25,PIURA: HOY SE REALIZA EL  “I SEMINARIO INTERNACIONAL DE QUESOS DE CABRA”,0.3961,NEU,2016,5
2016-05-25,ALCALDES COMPARTIRÁN EXPERIENCIAS EXITOSAS DE “MUNICIPIO PRODUCTIVO” EN FORO DE TAMBOGRANDE,0.5631,POS,2016,5
2016-05-25,PÉRDIDAS POR BAJOS PRECIOS DEL CAFÉ ASCENDERÍAN A S/ 800 MILLONES EN COSECHA 2016,-0.2215,NEU,2016,5
2016-05-23,PRÓXIMO GOBIERNO DEBE POTENCIAR CUATRO SECTORES ESTRATÉGICOS EXPORTADORES EN PIURA,0.2557,NEU,2016,5
2016-05-20,ESCASEZ DE LIMAS EN EUROPA POR LLUVIAS EN BRASIL Y DEMORA EN COSECHA DE MÉXICO,-0.9193,NEG,2016,5
2016-05-18,MÉXICO ESPERA AUMENTAR SUS AGROEXPORTACIONES A PAÍSES ÁRABES,0.2835,NEU,2016,5
2016-05-18,SITUACIÓN POST NIÑO PROYECTA CRECIMIENTO AGRÍCOLA DE 3.1% Y PECUARIO DE 2.8% AL CIERRE DEL 2016,0.0338,NEU,2016,5
2016-05-18,BAJA PRODUCCIÓN DE CÍTRICOS ESPAÑOLES  AUMENTÓ  PRECIO DE MANDARINAS PERUANAS,-0.5441,NEG,2016,5
2016-05-17,FRUTAS PIURANAS HABILITARÁ HECTÁREAS PARA APOSTAR POR EL BANANO ORGÁNICO,0.4813,POS,2016,5
2016-05-17,CAMPOSOL LIDERÓ AGROEXPORTACIONES PERUANAS EN EL PRIMER TRIMESTRE DEL AÑO,0.2423,NEU,2016,5
2016-05-16,"15 MIL HECTÁREAS DE LA SIERRA PIURANA APTAS PARA SER INCLUIDAS EN EL ""BOOM"" DE LOS BERRIES PERUANOS",0.6212,POS,2016,5
2016-05-13,"AGROEXPORTACIONES A COLOMBIA, MÉXICO Y CHILE REPUNTARON",-0.0444,NEU,2016,5
2016-05-12,‘SELLO DE CALIDAD’ CERTIFICARÁ PRODUCTOS PARA COMBATIR LA ADULTERACIÓN,-0.2703,NEU,2016,5
2016-05-11,CITRICULTORES Y CONSUMIDORES EN ALERTA MÁXIMA ANTE DETECCIONES DEL INSECTO TRANSMISOR DEL HLB  EN PAÍSES VECINOS,-0.8565,NEG,2016,5
2016-05-09,LIMONES ARGENTINOS INGRESARÍAN A EE.UU. DESDE JULIO,0.0975,NEU,2016,5
2016-05-09,PUNO: MÁS DE 130 PARTICIPANTES EN CURSO SOBRE HELADAS Y SUS EFECTOS,0.3088,NEU,2016,5
2016-05-06,"“EL CAMBIO QUE PERÚ NECESITA EMPIEZA EN EL CAMPO, EN EL AGRO”",-0.1213,NEU,2016,5
2016-05-05,AGROEXPORT UCAYALI ESTÁ LISTA PARA EXPORTAR PLÁTANOS Y PIÑAS,0.6268,POS,2016,5
2016-05-05,INCREMENTO DE TEMPERATURAS DIFICULTARÁ LA FLORACIÓN EN CULTIVOS COMO LOS CÍTRICOS,-0.7194,NEG,2016,5
2016-05-02,SECTOR AGROPECUARIO CRECIÓ 1.6% EN PRIMER TRIMESTRE DEL AÑO,0.0661,NEU,2016,5
2016-04-29,CHILE: MÁS DE 10 MIL HECTÁREAS DE PALTA PERDIDAS POR FALTA DE AGUA,-0.9022,NEG,2016,4
2016-04-29,PROMUEVEN USO DE SEMILLA DE CALIDAD FRENTE A CAMBIO CLIMÁTICO EN LAMBAYEQUE,0.3629,NEU,2016,4
2016-04-28,CODELCO ACUSADA DE NEGLIGENCIA POR DERRAME DE TÓXICOS EN PROVINCIA CHILENA DE LOS ANDES,-0.9368,NEG,2016,4
2016-04-28,INIA Y FAO BUSCAN FORTALECER EL SECTOR ALGODONERO MEJORANDO LA COMPETITIVIDAD,0.4458,POS,2016,4
2016-04-27,SENASA Y GORE PIURA MEJORARÁN CADENA PRODUCTIVA DE BANANO ORGÁNICO,0.1598,NEU,2016,4
2016-04-26,PIURA SE CONVERTIRÁ EN LA PRIMERA POTENCIA AGROEXPORTADORA,0.6187,POS,2016,4
2016-04-26,POMALCA INSTALARÁ RIEGO POR GOTEO SUBTERRÁNEO PARA LA CAÑA DE AZÚCAR,0.3096,NEU,2016,4
2016-04-26,HAY QUE SACAR LOS JUGOS Y REFRESCOS  INDUSTRIALES DE LAS LONCHERAS DE LOS NIÑOS,-0.2033,NEU,2016,4
2016-04-25,CHILE: PÉRDIDA DEL 5% DE UVAS SERÍA EL SALDO DE LAS INUNDACIONES,-0.911,NEG,2016,4
2016-04-25,VILA VILANI II TARDARÁ POR LO MENOS DOS AÑOS ANTES DE PRODUCIR RESULTADOS,-0.5162,NEG,2016,4
2016-04-22,SIERRA EXPORTADORA CAPACITA A TÉCNICOS MUNICIPALES Y PROFESIONALES EN FORMULACIÓN DE PLANES DE NEGOCIOS,0.2941,NEU,2016,4
2016-04-22,ALGODÓN PIMA Y UVA DE MESA GENERAN S/ 290 MILLONES EN INGRESOS A PIURA CADA AÑO,0.7788,POS,2016,4
2016-04-22,LIMA TAHÍTI Y LIMÓN EUREKA TIENEN OPORTUNIDADES EN AMERICA Y EUROPA,0.3961,NEU,2016,4
2016-04-21,MYPES AGRÍCOLAS REACTIVAN SU DEMANDA DE CRÉDITOS,-0.4672,NEG,2016,4
2016-04-21,SIEMBRA DE UVA PODRÍA AUMENTAR 30% ESTE AÑO,0.1443,NEU,2016,4
2016-04-19,ENVÍOS DE MANGO FRESCO Y BANANO ORGÁNICO HACIA JAPÓN SE INCREMENTARON,-0.1957,NEU,2016,4
2016-04-19,ECUADOR PROHÍBE LA ENTRADA A NUEVE PRODUCTOS PERUANOS,-0.3421,NEU,2016,4
2016-04-18,COSECHA DE PALTA EN PERÚ SE ATRASÓ UN MES,-0.0647,NEU,2016,4
2016-04-14,CEPIBO PROYECTA EXPORTAR 20 CONTENEDORES DE BANANO SEMANALES ESTE AÑO,0.1245,NEU,2016,4
2016-04-13,AGRORURAL INSTALÓ 60 MÓDULOS DE FORRAJE VERDE HIDROPÓNICO EN EL SUR,0.0414,NEU,2016,4
2016-04-13,NORANDINO INVERTIRÁ US$ 1 MILLÓN PARA AUTOMATIZAR PLANTA DE PANELA,0.2259,NEU,2016,4
2016-04-12,"""LOS MERCADOS PARA MANGOS SE VUELVEN CADA VEZ MÁS EXIGENTES""",-0.5633,NEG,2016,4
2016-04-12,PRODUCCIÓN DE MANZANAS CHILENAS SE RECUPERÓ ESTE AÑO,-0.2139,NEU,2016,4
2016-04-11,APRUEBAN FONDO DE S/ 600 MIL PARA MEJORAR COMPETITIVIDAD DEL MANGO CON PROCOMPITE,0.3786,NEU,2016,4
2016-04-07,COLOMBIA PRODUJO EN MARZO 944 MIL SACOS DE CAFÉ,0.2782,NEU,2016,4
2016-04-06,PNIA OFRECE FONDOS PARA FINANCIAR INVESTIGACIONES Y CAPACITACIÓN EN CAFICULTURA,0.6374,POS,2016,4
2016-04-05,CERTIFICAN A 42 FORMULADORES DE PROYECTOS DE NEGOCIOS EN PIURA,0.4061,NEU,2016,4
2016-04-04,VALOR DE PRODUCCIÓN AGROPECUARIA CRECIÓ 2.8% EN PRIMER BIMESTRE DEL AÑO,0.1391,NEU,2016,4
2016-04-04,CAMPAÑA AGRÍCOLA EN LA COSTA NORTE GARANTIZADA POR RESERVAS DE AGUA,0.5227,POS,2016,4
2016-04-01,MÁS DE 30 COMPRADORES INTERNACIONALES PARTICIPARON EN  ‘NORTE EXPORTA 2016’,0.461,POS,2016,4
2016-03-30,CLIMA EXTREMO EN CHINA ABRE OPORTUNIDADES PARA BANANAS DE SUDAMÉRICA,-0.944,NEG,2016,3
2016-03-30,BENITES: ESTE AÑO EL PBI AGRARIO CRECERÁ POR ENCIMA DEL 3%,0.4721,POS,2016,3
2016-03-28,SIERRA EXPORTADORA INICIÓ CAPACITACIÓN A PRODUCTORES DE FRUTAS PARA MEJORAR SU COMPETITIVIDAD EN MERCADO EXTERNO,0.4126,NEU,2016,3
2016-03-28,CULTIVOS DE MANGOS ESTÁN SIENDO REEMPLAZADOS POR UVAS,-0.7193,NEG,2016,3
2016-03-23,PERÚ NO PUEDE PERMITIR QUE AGROEXPORTACIONES DECAIGAN,-0.1132,NEU,2016,3
2016-03-23,AGROEXPORTACIONES PERUANAS SOLO CRECIERON EN AMÉRICA DEL NORTE EL 2015,-0.0623,NEU,2016,3
2017-12-28,Cosmos proyecta crecer más del 10% el 2018 por mayor dinamismo del sector petrolero y agroexportación,0.3282,NEU,2017,12
